candidate_id,escaped_backbone,denominators,min_denominator,max_denominator,length,gap_pattern,exact_sum,sum_minus_1,kill_mask,kill_primes,kill_count,first_killing_prime,covering_third_primes,contains_37_38,contains_61_62,contains_adjacent_factor_pair,valuation_profile_p2,top_layer_residue_sum_p2,valuation_profile_p13,top_layer_residue_sum_p13,valuation_profile_p17,top_layer_residue_sum_p17,valuation_profile_p19,top_layer_residue_sum_p19,valuation_profile_p31,top_layer_residue_sum_p31,valuation_profile_p37,top_layer_residue_sum_p37,valuation_profile_p41,top_layer_residue_sum_p41,valuation_profile_p47,top_layer_residue_sum_p47,valuation_profile_p53,top_layer_residue_sum_p53,valuation_profile_p59,top_layer_residue_sum_p59,valuation_profile_p61,top_layer_residue_sum_p61,source_chunk,source_csv
S6_6:764,2+31,6;8;9;11;13;15;17;19;20;22;24;25;26;27,6,27,14,2;1;2;2;2;2;2;1;2;2;1;1;1,124878847/124710300,168547/124710300,261118,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,16,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=6;8;9;11;13;15;17;19;20;22;24;25;26;27,1,max=0;tops=6;8;9;11;13;15;17;19;20;22;24;25;26;27,20,max=0;tops=6;8;9;11;13;15;17;19;20;22;24;25;26;27,4,max=0;tops=6;8;9;11;13;15;17;19;20;22;24;25;26;27,9,max=0;tops=6;8;9;11;13;15;17;19;20;22;24;25;26;27,41,max=0;tops=6;8;9;11;13;15;17;19;20;22;24;25;26;27,43,max=0;tops=6;8;9;11;13;15;17;19;20;22;24;25;26;27,15,S6_6,artifacts/results/anomalies_N65_candidates_S6_6.csv
S6_6:1094,2+31,6;8;10;11;13;15;17;18;20;22;23;24;26;28,6,28,14,2;2;1;2;2;2;1;2;2;1;1;2;2,17530166/17612595,-82429/17612595,261118,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,16,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=0;tops=6;8;10;11;13;15;17;18;20;22;23;24;26;28,18,max=0;tops=6;8;10;11;13;15;17;18;20;22;23;24;26;28,1,max=0;tops=6;8;10;11;13;15;17;18;20;22;23;24;26;28,28,max=0;tops=6;8;10;11;13;15;17;18;20;22;23;24;26;28,39,max=0;tops=6;8;10;11;13;15;17;18;20;22;23;24;26;28,4,max=0;tops=6;8;10;11;13;15;17;18;20;22;23;24;26;28,34,max=0;tops=6;8;10;11;13;15;17;18;20;22;23;24;26;28,33,max=0;tops=6;8;10;11;13;15;17;18;20;22;23;24;26;28,27,S6_6,artifacts/results/anomalies_N65_candidates_S6_6.csv
S6_6:1126,2+31,6;8;10;11;13;15;17;19;21;22;23;24;25;27,6,27,14,2;2;1;2;2;2;2;2;1;1;1;1;2,4983830858/5019589575,-35758717/5019589575,261118,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,16,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,false,false,false,max=3;tops=8;24,0,max=1;tops=13,1,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=6;8;10;11;13;15;17;19;21;22;23;24;25;27,1,max=0;tops=6;8;10;11;13;15;17;19;21;22;23;24;25;27,12,max=0;tops=6;8;10;11;13;15;17;19;21;22;23;24;25;27,8,max=0;tops=6;8;10;11;13;15;17;19;21;22;23;24;25;27,44,max=0;tops=6;8;10;11;13;15;17;19;21;22;23;24;25;27,17,max=0;tops=6;8;10;11;13;15;17;19;21;22;23;24;25;27,38,max=0;tops=6;8;10;11;13;15;17;19;21;22;23;24;25;27,25,S6_6,artifacts/results/anomalies_N65_candidates_S6_6.csv
S6_6:1321,2+31,6;8;10;12;13;15;17;18;19;20;22;24;26;27,6,27,14,2;2;2;1;2;2;1;1;1;2;2;2;1,6224417/6235515,-11098/6235515,261118,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,16,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=6;8;10;12;13;15;17;18;19;20;22;24;26;27,1,max=0;tops=6;8;10;12;13;15;17;18;19;20;22;24;26;27,15,max=0;tops=6;8;10;12;13;15;17;18;19;20;22;24;26;27,11,max=0;tops=6;8;10;12;13;15;17;18;19;20;22;24;26;27,44,max=0;tops=6;8;10;12;13;15;17;18;19;20;22;24;26;27,39,max=0;tops=6;8;10;12;13;15;17;18;19;20;22;24;26;27,21,max=0;tops=6;8;10;12;13;15;17;18;19;20;22;24;26;27,37,S6_6,artifacts/results/anomalies_N65_candidates_S6_6.csv
S6_6:1359,2+31,6;8;10;12;13;15;17;19;20;21;23;24;25;26,6,26,14,2;2;2;1;2;2;2;1;1;2;1;1;1,50260307/50702925,-442618/50702925,195566,3;5;7;13;17;19;23;29;37;41;43;47;53;61,14,3,2+31->3;5;7;13;17;19;23;29;37;41;43;47;53;61,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=6;8;10;12;13;15;17;19;20;21;23;24;25;26,1,max=0;tops=6;8;10;12;13;15;17;19;20;21;23;24;25;26,36,max=0;tops=6;8;10;12;13;15;17;19;20;21;23;24;25;26,20,max=0;tops=6;8;10;12;13;15;17;19;20;21;23;24;25;26,27,max=0;tops=6;8;10;12;13;15;17;19;20;21;23;24;25;26,35,max=0;tops=6;8;10;12;13;15;17;19;20;21;23;24;25;26,1,max=0;tops=6;8;10;12;13;15;17;19;20;21;23;24;25;26,5,S6_6,artifacts/results/anomalies_N65_candidates_S6_6.csv
S6_6:1494,2+31,6;8;10;12;14;15;17;18;19;21;22;23;24;25,6,25,14,2;2;2;2;1;2;1;1;2;1;1;1;1,513967063/514829700,-862637/514829700,261118,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,16,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,false,false,false,max=3;tops=8;24,0,max=0;tops=6;8;10;12;14;15;17;18;19;21;22;23;24;25,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=6;8;10;12;14;15;17;18;19;21;22;23;24;25,1,max=0;tops=6;8;10;12;14;15;17;18;19;21;22;23;24;25,31,max=0;tops=6;8;10;12;14;15;17;18;19;21;22;23;24;25,20,max=0;tops=6;8;10;12;14;15;17;18;19;21;22;23;24;25,6,max=0;tops=6;8;10;12;14;15;17;18;19;21;22;23;24;25,43,max=0;tops=6;8;10;12;14;15;17;18;19;21;22;23;24;25,35,max=0;tops=6;8;10;12;14;15;17;18;19;21;22;23;24;25,58,S6_6,artifacts/results/anomalies_N65_candidates_S6_6.csv
S6_6:1543,2+31,6;8;10;12;14;15;17;19;21;22;24;25;26;28;30,6,30,15,2;2;2;2;1;2;2;2;1;2;1;1;2;2,8138038/8083075,54963/8083075,261116,5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,15,5,2+31->5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,false,false,false,max=3;tops=8;24,0,max=1;tops=26,7,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=6;8;10;12;14;15;17;19;21;22;24;25;26;28;30,1,max=0;tops=6;8;10;12;14;15;17;19;21;22;24;25;26;28;30,2,max=0;tops=6;8;10;12;14;15;17;19;21;22;24;25;26;28;30,16,max=0;tops=6;8;10;12;14;15;17;19;21;22;24;25;26;28;30,18,max=0;tops=6;8;10;12;14;15;17;19;21;22;24;25;26;28;30,14,max=0;tops=6;8;10;12;14;15;17;19;21;22;24;25;26;28;30,40,max=0;tops=6;8;10;12;14;15;17;19;21;22;24;25;26;28;30,48,S6_6,artifacts/results/anomalies_N65_candidates_S6_6.csv
S7_7:108,2+31,7;8;9;10;12;13;15;17;19;20;22;23;24,7,24,13,1;1;1;2;1;2;2;2;1;2;1;1,667903853/669278610,-1374757/669278610,130046,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59,15,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59,false,false,false,max=3;tops=8;24,0,max=1;tops=13,1,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;9;10;12;13;15;17;19;20;22;23;24,1,max=0;tops=7;8;9;10;12;13;15;17;19;20;22;23;24,6,max=0;tops=7;8;9;10;12;13;15;17;19;20;22;23;24,24,max=0;tops=7;8;9;10;12;13;15;17;19;20;22;23;24,3,max=0;tops=7;8;9;10;12;13;15;17;19;20;22;23;24,48,max=0;tops=7;8;9;10;12;13;15;17;19;20;22;23;24,9,max=0;tops=7;8;9;10;12;13;15;17;19;20;22;23;24,1,S7_7,artifacts/results/anomalies_N65_candidates_S7_7.csv
S7_7:135,2+31,7;8;9;10;12;14;15;17;18;19;20;22;24,7,24,13,1;1;1;2;2;1;2;1;1;1;2;2,749509/746130,3379/746130,261116,5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,15,5,2+31->5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,false,false,false,max=3;tops=8;24,0,max=0;tops=7;8;9;10;12;14;15;17;18;19;20;22;24,9,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;9;10;12;14;15;17;18;19;20;22;24,1,max=0;tops=7;8;9;10;12;14;15;17;18;19;20;22;24,0,max=0;tops=7;8;9;10;12;14;15;17;18;19;20;22;24,40,max=0;tops=7;8;9;10;12;14;15;17;18;19;20;22;24,0,max=0;tops=7;8;9;10;12;14;15;17;18;19;20;22;24,44,max=0;tops=7;8;9;10;12;14;15;17;18;19;20;22;24,2,max=0;tops=7;8;9;10;12;14;15;17;18;19;20;22;24,11,S7_7,artifacts/results/anomalies_N65_candidates_S7_7.csv
S7_7:244,2+31,7;8;9;11;12;13;15;17;18;20;21;23;24,7,24,13,1;1;2;1;1;2;2;1;2;1;2;1,5835308/5870865,-35557/5870865,259068,5;7;11;13;17;19;23;29;41;43;47;53;59;61,14,5,2+31->5;7;11;13;17;19;23;29;41;43;47;53;59;61,false,false,false,max=3;tops=8;24,0,max=1;tops=13,1,max=1;tops=17,1,max=0;tops=7;8;9;11;12;13;15;17;18;20;21;23;24,5,max=0;tops=7;8;9;11;12;13;15;17;18;20;21;23;24,1,max=0;tops=7;8;9;11;12;13;15;17;18;20;21;23;24,1,max=0;tops=7;8;9;11;12;13;15;17;18;20;21;23;24,20,max=0;tops=7;8;9;11;12;13;15;17;18;20;21;23;24,23,max=0;tops=7;8;9;11;12;13;15;17;18;20;21;23;24,4,max=0;tops=7;8;9;11;12;13;15;17;18;20;21;23;24,35,max=0;tops=7;8;9;11;12;13;15;17;18;20;21;23;24,36,S7_7,artifacts/results/anomalies_N65_candidates_S7_7.csv
S7_7:374,2+31,7;8;9;11;13;14;15;17;19;21;22;24;25;26,7,26,14,1;1;2;2;1;1;2;2;2;1;2;1;1,73442602/72747675,694927/72747675,260606,3;5;7;11;13;17;19;23;37;41;43;47;53;59;61,15,3,2+31->3;5;7;11;13;17;19;23;37;41;43;47;53;59;61,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;9;11;13;14;15;17;19;21;22;24;25;26,1,max=0;tops=7;8;9;11;13;14;15;17;19;21;22;24;25;26,19,max=0;tops=7;8;9;11;13;14;15;17;19;21;22;24;25;26,13,max=0;tops=7;8;9;11;13;14;15;17;19;21;22;24;25;26,27,max=0;tops=7;8;9;11;13;14;15;17;19;21;22;24;25;26,21,max=0;tops=7;8;9;11;13;14;15;17;19;21;22;24;25;26,36,max=0;tops=7;8;9;11;13;14;15;17;19;21;22;24;25;26,30,S7_7,artifacts/results/anomalies_N65_candidates_S7_7.csv
S7_7:542,2+31,7;8;9;11;13;15;17;18;19;20;22;23;24;25,7,25,14,1;1;2;2;2;2;1;1;1;2;1;1;1,744443971/743642900,801071/743642900,261116,5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,15,5,2+31->5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,false,false,false,max=3;tops=8;24,0,max=1;tops=13,1,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;9;11;13;15;17;18;19;20;22;23;24;25,1,max=0;tops=7;8;9;11;13;15;17;18;19;20;22;23;24;25,11,max=0;tops=7;8;9;11;13;15;17;18;19;20;22;23;24;25,17,max=0;tops=7;8;9;11;13;15;17;18;19;20;22;23;24;25,15,max=0;tops=7;8;9;11;13;15;17;18;19;20;22;23;24;25,50,max=0;tops=7;8;9;11;13;15;17;18;19;20;22;23;24;25,31,max=0;tops=7;8;9;11;13;15;17;18;19;20;22;23;24;25,40,S7_7,artifacts/results/anomalies_N65_candidates_S7_7.csv
S7_7:579,2+31,7;8;9;11;13;15;17;19;20;22;24;25;26;28;30,7,30,15,1;1;2;2;2;2;2;1;2;2;1;1;2;2,73442602/72747675,694927/72747675,260606,3;5;7;11;13;17;19;23;37;41;43;47;53;59;61,15,3,2+31->3;5;7;11;13;17;19;23;37;41;43;47;53;59;61,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;9;11;13;15;17;19;20;22;24;25;26;28;30,1,max=0;tops=7;8;9;11;13;15;17;19;20;22;24;25;26;28;30,19,max=0;tops=7;8;9;11;13;15;17;19;20;22;24;25;26;28;30,13,max=0;tops=7;8;9;11;13;15;17;19;20;22;24;25;26;28;30,27,max=0;tops=7;8;9;11;13;15;17;19;20;22;24;25;26;28;30,21,max=0;tops=7;8;9;11;13;15;17;19;20;22;24;25;26;28;30,36,max=0;tops=7;8;9;11;13;15;17;19;20;22;24;25;26;28;30,30,S7_7,artifacts/results/anomalies_N65_candidates_S7_7.csv
S7_7:700,2+31,7;8;10;11;12;13;15;17;19;21;22;24;25;27,7,27,14,1;2;1;1;1;2;2;2;2;1;2;1;2,880760509/872972100,7788409/872972100,261118,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,16,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,false,false,false,max=3;tops=8;24,0,max=1;tops=13,1,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;10;11;12;13;15;17;19;21;22;24;25;27,1,max=0;tops=7;8;10;11;12;13;15;17;19;21;22;24;25;27,2,max=0;tops=7;8;10;11;12;13;15;17;19;21;22;24;25;27,6,max=0;tops=7;8;10;11;12;13;15;17;19;21;22;24;25;27,22,max=0;tops=7;8;10;11;12;13;15;17;19;21;22;24;25;27,47,max=0;tops=7;8;10;11;12;13;15;17;19;21;22;24;25;27,32,max=0;tops=7;8;10;11;12;13;15;17;19;21;22;24;25;27,57,S7_7,artifacts/results/anomalies_N65_candidates_S7_7.csv
S7_7:847,19+37,7;8;10;11;13;14;15;17;18;20;21;23;25;26,7,26,14,1;2;1;2;1;1;2;1;2;1;2;2;1,709944317/704503800,5440517/704503800,259967,2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61,16,2,19+37->2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61,false,false,false,max=3;tops=8,1,max=1;tops=13;26,8,max=1;tops=17,1,max=0;tops=7;8;10;11;13;14;15;17;18;20;21;23;25;26,1,max=0;tops=7;8;10;11;13;14;15;17;18;20;21;23;25;26,18,max=0;tops=7;8;10;11;13;14;15;17;18;20;21;23;25;26,1,max=0;tops=7;8;10;11;13;14;15;17;18;20;21;23;25;26,4,max=0;tops=7;8;10;11;13;14;15;17;18;20;21;23;25;26,42,max=0;tops=7;8;10;11;13;14;15;17;18;20;21;23;25;26,28,max=0;tops=7;8;10;11;13;14;15;17;18;20;21;23;25;26,47,max=0;tops=7;8;10;11;13;14;15;17;18;20;21;23;25;26,36,S7_7,artifacts/results/anomalies_N65_candidates_S7_7.csv
S7_7:1057,2+31,7;8;10;11;13;15;17;18;19;20;21;23;24;25,7,25,14,1;2;1;2;2;2;1;1;1;1;2;1;1,6640117999/6692786100,-52668101/6692786100,261118,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,16,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,false,false,false,max=3;tops=8;24,0,max=1;tops=13,1,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;10;11;13;15;17;18;19;20;21;23;24;25,1,max=0;tops=7;8;10;11;13;15;17;18;19;20;21;23;24;25,2,max=0;tops=7;8;10;11;13;15;17;18;19;20;21;23;24;25,37,max=0;tops=7;8;10;11;13;15;17;18;19;20;21;23;24;25,21,max=0;tops=7;8;10;11;13;15;17;18;19;20;21;23;24;25,14,max=0;tops=7;8;10;11;13;15;17;18;19;20;21;23;24;25,44,max=0;tops=7;8;10;11;13;15;17;18;19;20;21;23;24;25,7,S7_7,artifacts/results/anomalies_N65_candidates_S7_7.csv
S7_7:1125,2+31,7;8;10;11;13;15;17;19;20;22;23;24;25;26;27,7,27,15,1;2;1;2;2;2;2;1;2;1;1;1;1;1,20277317447/20078358300,198959147/20078358300,261118,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,16,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;10;11;13;15;17;19;20;22;23;24;25;26;27,1,max=0;tops=7;8;10;11;13;15;17;19;20;22;23;24;25;26;27,27,max=0;tops=7;8;10;11;13;15;17;19;20;22;23;24;25;26;27,33,max=0;tops=7;8;10;11;13;15;17;19;20;22;23;24;25;26;27,38,max=0;tops=7;8;10;11;13;15;17;19;20;22;23;24;25;26;27,4,max=0;tops=7;8;10;11;13;15;17;19;20;22;23;24;25;26;27,28,max=0;tops=7;8;10;11;13;15;17;19;20;22;23;24;25;26;27,28,S7_7,artifacts/results/anomalies_N65_candidates_S7_7.csv
S7_7:1153,2+31,7;8;10;11;13;15;17;19;20;22;24;26;28;29;30,7,30,15,1;2;1;2;2;2;2;1;2;2;2;2;1;1,55860131/56258202,-398071/56258202,261114,3;7;11;13;17;19;23;29;37;41;43;47;53;59;61,15,3,2+31->3;7;11;13;17;19;23;29;37;41;43;47;53;59;61,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;10;11;13;15;17;19;20;22;24;26;28;29;30,1,max=0;tops=7;8;10;11;13;15;17;19;20;22;24;26;28;29;30,32,max=0;tops=7;8;10;11;13;15;17;19;20;22;24;26;28;29;30,12,max=0;tops=7;8;10;11;13;15;17;19;20;22;24;26;28;29;30,20,max=0;tops=7;8;10;11;13;15;17;19;20;22;24;26;28;29;30,25,max=0;tops=7;8;10;11;13;15;17;19;20;22;24;26;28;29;30,27,max=0;tops=7;8;10;11;13;15;17;19;20;22;24;26;28;29;30,8,S7_7,artifacts/results/anomalies_N65_candidates_S7_7.csv
S7_7:1194,2+31,7;8;10;11;13;15;17;19;21;23;24;26;27;28;30,7,30,15,1;2;1;2;2;2;2;2;2;1;2;1;1;2,3980017537/4015671660,-35654123/4015671660,261118,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,16,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;10;11;13;15;17;19;21;23;24;26;27;28;30,1,max=0;tops=7;8;10;11;13;15;17;19;21;23;24;26;27;28;30,34,max=0;tops=7;8;10;11;13;15;17;19;21;23;24;26;27;28;30,34,max=0;tops=7;8;10;11;13;15;17;19;21;23;24;26;27;28;30,13,max=0;tops=7;8;10;11;13;15;17;19;21;23;24;26;27;28;30,45,max=0;tops=7;8;10;11;13;15;17;19;21;23;24;26;27;28;30,14,max=0;tops=7;8;10;11;13;15;17;19;21;23;24;26;27;28;30,38,S7_7,artifacts/results/anomalies_N65_candidates_S7_7.csv
S7_7:1224,2+31,7;8;10;12;13;14;15;17;18;19;21;22;24;26,7,26,14,1;2;2;1;1;1;2;1;1;2;1;2;2,11714369/11639628,74741/11639628,261114,3;7;11;13;17;19;23;29;37;41;43;47;53;59;61,15,3,2+31->3;7;11;13;17;19;23;29;37;41;43;47;53;59;61,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;10;12;13;14;15;17;18;19;21;22;24;26,1,max=0;tops=7;8;10;12;13;14;15;17;18;19;21;22;24;26,14,max=0;tops=7;8;10;12;13;14;15;17;18;19;21;22;24;26,20,max=0;tops=7;8;10;12;13;14;15;17;18;19;21;22;24;26,15,max=0;tops=7;8;10;12;13;14;15;17;18;19;21;22;24;26,19,max=0;tops=7;8;10;12;13;14;15;17;18;19;21;22;24;26,14,max=0;tops=7;8;10;12;13;14;15;17;18;19;21;22;24;26,52,S7_7,artifacts/results/anomalies_N65_candidates_S7_7.csv
S7_7:1467,2+31,7;8;10;12;13;15;17;18;19;20;22;24;26;28;30,7,30,15,1;2;2;1;2;2;1;1;1;2;2;2;2;2,11714369/11639628,74741/11639628,261114,3;7;11;13;17;19;23;29;37;41;43;47;53;59;61,15,3,2+31->3;7;11;13;17;19;23;29;37;41;43;47;53;59;61,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;10;12;13;15;17;18;19;20;22;24;26;28;30,1,max=0;tops=7;8;10;12;13;15;17;18;19;20;22;24;26;28;30,14,max=0;tops=7;8;10;12;13;15;17;18;19;20;22;24;26;28;30,20,max=0;tops=7;8;10;12;13;15;17;18;19;20;22;24;26;28;30,15,max=0;tops=7;8;10;12;13;15;17;18;19;20;22;24;26;28;30,19,max=0;tops=7;8;10;12;13;15;17;18;19;20;22;24;26;28;30,14,max=0;tops=7;8;10;12;13;15;17;18;19;20;22;24;26;28;30,52,S7_7,artifacts/results/anomalies_N65_candidates_S7_7.csv
S7_7:1555,2+31,7;8;10;12;13;15;17;19;20;21;22;24;26;28;29,7,29,15,1;2;2;1;2;2;2;1;1;1;2;2;2;1,187458737/187527340,-68603/187527340,261116,5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,15,5,2+31->5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;10;12;13;15;17;19;20;21;22;24;26;28;29,1,max=0;tops=7;8;10;12;13;15;17;19;20;21;22;24;26;28;29,11,max=0;tops=7;8;10;12;13;15;17;19;20;21;22;24;26;28;29,38,max=0;tops=7;8;10;12;13;15;17;19;20;21;22;24;26;28;29,39,max=0;tops=7;8;10;12;13;15;17;19;20;21;22;24;26;28;29,52,max=0;tops=7;8;10;12;13;15;17;19;20;21;22;24;26;28;29,32,max=0;tops=7;8;10;12;13;15;17;19;20;21;22;24;26;28;29,48,S7_7,artifacts/results/anomalies_N65_candidates_S7_7.csv
S7_7:1575,2+31,7;8;10;12;13;15;17;19;20;22;23;24;25;27;28,7,28,15,1;2;2;1;2;2;2;1;2;1;1;1;2;1,20070048347/20078358300,-8309953/20078358300,261118,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,16,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,false,false,false,max=3;tops=8;24,0,max=1;tops=13,1,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;10;12;13;15;17;19;20;22;23;24;25;27;28,1,max=0;tops=7;8;10;12;13;15;17;19;20;22;23;24;25;27;28,28,max=0;tops=7;8;10;12;13;15;17;19;20;22;23;24;25;27;28,34,max=0;tops=7;8;10;12;13;15;17;19;20;22;23;24;25;27;28,16,max=0;tops=7;8;10;12;13;15;17;19;20;22;23;24;25;27;28,44,max=0;tops=7;8;10;12;13;15;17;19;20;22;23;24;25;27;28,43,max=0;tops=7;8;10;12;13;15;17;19;20;22;23;24;25;27;28,4,S7_7,artifacts/results/anomalies_N65_candidates_S7_7.csv
S7_7:1763,2+31,7;8;10;12;14;15;17;18;19;20;22;24;25;27;28,7,28,15,1;2;2;2;1;2;1;1;1;2;2;1;2;1,9652279/9593100,59179/9593100,260854,3;5;11;13;17;19;29;37;41;43;47;53;59;61,14,3,2+31->3;5;11;13;17;19;29;37;41;43;47;53;59;61,false,false,false,max=3;tops=8;24,0,max=0;tops=7;8;10;12;14;15;17;18;19;20;22;24;25;27;28,0,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;10;12;14;15;17;18;19;20;22;24;25;27;28,1,max=0;tops=7;8;10;12;14;15;17;18;19;20;22;24;25;27;28,22,max=0;tops=7;8;10;12;14;15;17;18;19;20;22;24;25;27;28,9,max=0;tops=7;8;10;12;14;15;17;18;19;20;22;24;25;27;28,13,max=0;tops=7;8;10;12;14;15;17;18;19;20;22;24;25;27;28,40,max=0;tops=7;8;10;12;14;15;17;18;19;20;22;24;25;27;28,36,max=0;tops=7;8;10;12;14;15;17;18;19;20;22;24;25;27;28,14,S7_7,artifacts/results/anomalies_N65_candidates_S7_7.csv
S7_7:1789,2+31,7;8;10;12;14;15;17;18;19;21;23;24;26;28;30,7,30,15,1;2;2;2;1;2;1;1;2;2;1;2;2;2,60634787/60843510,-208723/60843510,261118,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,16,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61,false,false,false,max=3;tops=8;24,0,max=1;tops=26,7,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;10;12;14;15;17;18;19;21;23;24;26;28;30,1,max=0;tops=7;8;10;12;14;15;17;18;19;21;23;24;26;28;30,16,max=0;tops=7;8;10;12;14;15;17;18;19;21;23;24;26;28;30,5,max=0;tops=7;8;10;12;14;15;17;18;19;21;23;24;26;28;30,22,max=0;tops=7;8;10;12;14;15;17;18;19;21;23;24;26;28;30,18,max=0;tops=7;8;10;12;14;15;17;18;19;21;23;24;26;28;30,11,max=0;tops=7;8;10;12;14;15;17;18;19;21;23;24;26;28;30,10,S7_7,artifacts/results/anomalies_N65_candidates_S7_7.csv
S7_7:2770,19+37,7;9;10;11;13;14;15;16;18;20;22;24;26;27,7,27,14,2;1;1;2;1;1;1;2;2;2;2;2;1,2141773/2162160,-20387/2162160,259455,2;3;5;7;11;13;17;23;31;41;43;47;53;59;61,15,2,19+37->2;3;5;7;11;13;17;23;31;41;43;47;53;59;61,false,false,false,max=4;tops=16,1,max=1;tops=13;26,8,max=0;tops=7;9;10;11;13;14;15;16;18;20;22;24;26;27,3,max=0;tops=7;9;10;11;13;14;15;16;18;20;22;24;26;27,1,max=0;tops=7;9;10;11;13;14;15;16;18;20;22;24;26;27,15,max=0;tops=7;9;10;11;13;14;15;16;18;20;22;24;26;27,1,max=0;tops=7;9;10;11;13;14;15;16;18;20;22;24;26;27,17,max=0;tops=7;9;10;11;13;14;15;16;18;20;22;24;26;27,9,max=0;tops=7;9;10;11;13;14;15;16;18;20;22;24;26;27,42,max=0;tops=7;9;10;11;13;14;15;16;18;20;22;24;26;27,8,max=0;tops=7;9;10;11;13;14;15;16;18;20;22;24;26;27,53,S7_7,artifacts/results/anomalies_N65_candidates_S7_7.csv
