candidate_id,escaped_backbone,denominators,min_denominator,max_denominator,length,gap_pattern,exact_sum,sum_minus_1,kill_mask,kill_primes,kill_count,first_killing_prime,covering_third_primes,contains_37_38,contains_61_62,contains_adjacent_factor_pair,valuation_profile_p2,top_layer_residue_sum_p2,valuation_profile_p13,top_layer_residue_sum_p13,valuation_profile_p17,top_layer_residue_sum_p17,valuation_profile_p19,top_layer_residue_sum_p19,valuation_profile_p31,top_layer_residue_sum_p31,valuation_profile_p37,top_layer_residue_sum_p37,valuation_profile_p41,top_layer_residue_sum_p41,valuation_profile_p47,top_layer_residue_sum_p47,valuation_profile_p53,top_layer_residue_sum_p53,valuation_profile_p59,top_layer_residue_sum_p59,valuation_profile_p61,top_layer_residue_sum_p61,valuation_profile_p67,top_layer_residue_sum_p67
74283,19+37,9;11;12;13;15;17;18;20;22;23;24;25;26;27;29;31;32;33;35,9,35,19,2;1;1;2;2;1;2;2;1;1;1;1;1;2;2;1;1;2,688359779761/690926090400,-2566310639/690926090400,522095,2;3;5;7;13;17;23;29;31;41;43;47;53;59;61;67,16,2,19+37->2;3;5;7;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=1;tops=13;26,8,max=1;tops=17,1,max=0;tops=9;11;12;13;15;17;18;20;22;23;24;25;26;27;29;31;32;33;35,1,max=1;tops=31,1,max=0;tops=9;11;12;13;15;17;18;20;22;23;24;25;26;27;29;31;32;33;35,1,max=0;tops=9;11;12;13;15;17;18;20;22;23;24;25;26;27;29;31;32;33;35,0,max=0;tops=9;11;12;13;15;17;18;20;22;23;24;25;26;27;29;31;32;33;35,20,max=0;tops=9;11;12;13;15;17;18;20;22;23;24;25;26;27;29;31;32;33;35,26,max=0;tops=9;11;12;13;15;17;18;20;22;23;24;25;26;27;29;31;32;33;35,19,max=0;tops=9;11;12;13;15;17;18;20;22;23;24;25;26;27;29;31;32;33;35,23,max=0;tops=9;11;12;13;15;17;18;20;22;23;24;25;26;27;29;31;32;33;35,51
75142,19+37,9;11;12;14;15;16;17;18;20;21;22;24;25;26;28;30;32;33,9,33,18,2;1;2;1;1;1;1;2;1;1;2;1;1;2;2;2;1,3691007/3712800,-21793/3712800,521069,2;5;7;13;17;23;29;41;43;47;53;59;61;67,14,2,19+37->2;5;7;13;17;23;29;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=1;tops=26,7,max=1;tops=17,1,max=0;tops=9;11;12;14;15;16;17;18;20;21;22;24;25;26;28;30;32;33,1,max=0;tops=9;11;12;14;15;16;17;18;20;21;22;24;25;26;28;30;32;33,1,max=0;tops=9;11;12;14;15;16;17;18;20;21;22;24;25;26;28;30;32;33,1,max=0;tops=9;11;12;14;15;16;17;18;20;21;22;24;25;26;28;30;32;33,16,max=0;tops=9;11;12;14;15;16;17;18;20;21;22;24;25;26;28;30;32;33,35,max=0;tops=9;11;12;14;15;16;17;18;20;21;22;24;25;26;28;30;32;33,8,max=0;tops=9;11;12;14;15;16;17;18;20;21;22;24;25;26;28;30;32;33,3,max=0;tops=9;11;12;14;15;16;17;18;20;21;22;24;25;26;28;30;32;33,11,max=0;tops=9;11;12;14;15;16;17;18;20;21;22;24;25;26;28;30;32;33,18
76802,19+37,9;11;12;14;15;16;18;20;21;23;24;26;27;28;29;30;31;33;34,9,34,19,2;1;2;1;1;2;2;1;2;1;2;1;1;1;1;1;2;1,756423899801/760018699440,-3594799639/760018699440,522111,2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,17,2,19+37->2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=4;tops=16,1,max=1;tops=26,7,max=1;tops=34,9,max=0;tops=9;11;12;14;15;16;18;20;21;23;24;26;27;28;29;30;31;33;34,1,max=1;tops=31,1,max=0;tops=9;11;12;14;15;16;18;20;21;23;24;26;27;28;29;30;31;33;34,1,max=0;tops=9;11;12;14;15;16;18;20;21;23;24;26;27;28;29;30;31;33;34,5,max=0;tops=9;11;12;14;15;16;18;20;21;23;24;26;27;28;29;30;31;33;34,7,max=0;tops=9;11;12;14;15;16;18;20;21;23;24;26;27;28;29;30;31;33;34,14,max=0;tops=9;11;12;14;15;16;18;20;21;23;24;26;27;28;29;30;31;33;34,19,max=0;tops=9;11;12;14;15;16;18;20;21;23;24;26;27;28;29;30;31;33;34,36,max=0;tops=9;11;12;14;15;16;18;20;21;23;24;26;27;28;29;30;31;33;34,6
79943,19+37,9;11;13;14;15;16;17;18;20;21;22;23;24;26;27;28;29;31,9,31,18,2;2;1;1;1;1;1;2;1;1;1;1;2;1;1;1;2,760086954413/760018699440,68254973/760018699440,522111,2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,17,2,19+37->2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=4;tops=16,1,max=1;tops=13;26,8,max=1;tops=17,1,max=0;tops=9;11;13;14;15;16;17;18;20;21;22;23;24;26;27;28;29;31,1,max=1;tops=31,1,max=0;tops=9;11;13;14;15;16;17;18;20;21;22;23;24;26;27;28;29;31,1,max=0;tops=9;11;13;14;15;16;17;18;20;21;22;23;24;26;27;28;29;31,32,max=0;tops=9;11;13;14;15;16;17;18;20;21;22;23;24;26;27;28;29;31,44,max=0;tops=9;11;13;14;15;16;17;18;20;21;22;23;24;26;27;28;29;31,44,max=0;tops=9;11;13;14;15;16;17;18;20;21;22;23;24;26;27;28;29;31,53,max=0;tops=9;11;13;14;15;16;17;18;20;21;22;23;24;26;27;28;29;31,26,max=0;tops=9;11;13;14;15;16;17;18;20;21;22;23;24;26;27;28;29;31,39
85708,19+37,9;11;13;15;17;18;20;21;22;23;24;25;26;27;28;29;31;32;33;35,9,35,20,2;2;2;2;1;2;1;1;1;1;1;1;1;1;1;2;1;1;2,688359779761/690926090400,-2566310639/690926090400,522095,2;3;5;7;13;17;23;29;31;41;43;47;53;59;61;67,16,2,19+37->2;3;5;7;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=1;tops=13;26,8,max=1;tops=17,1,max=0;tops=9;11;13;15;17;18;20;21;22;23;24;25;26;27;28;29;31;32;33;35,1,max=1;tops=31,1,max=0;tops=9;11;13;15;17;18;20;21;22;23;24;25;26;27;28;29;31;32;33;35,1,max=0;tops=9;11;13;15;17;18;20;21;22;23;24;25;26;27;28;29;31;32;33;35,0,max=0;tops=9;11;13;15;17;18;20;21;22;23;24;25;26;27;28;29;31;32;33;35,20,max=0;tops=9;11;13;15;17;18;20;21;22;23;24;25;26;27;28;29;31;32;33;35,26,max=0;tops=9;11;13;15;17;18;20;21;22;23;24;25;26;27;28;29;31;32;33;35,19,max=0;tops=9;11;13;15;17;18;20;21;22;23;24;25;26;27;28;29;31;32;33;35,23,max=0;tops=9;11;13;15;17;18;20;21;22;23;24;25;26;27;28;29;31;32;33;35,51
88192,19+37,10;11;12;13;14;16;17;18;20;21;22;23;24;26;28;30;32;34,10,34,18,1;1;1;1;2;1;1;2;1;1;1;1;2;2;2;2;2,561271189/563603040,-2331851/563603040,521087,2;3;5;7;11;13;17;23;29;41;43;47;53;59;61;67,16,2,19+37->2;3;5;7;11;13;17;23;29;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=1;tops=13;26,8,max=1;tops=17;34,10,max=0;tops=10;11;12;13;14;16;17;18;20;21;22;23;24;26;28;30;32;34,1,max=0;tops=10;11;12;13;14;16;17;18;20;21;22;23;24;26;28;30;32;34,1,max=0;tops=10;11;12;13;14;16;17;18;20;21;22;23;24;26;28;30;32;34,1,max=0;tops=10;11;12;13;14;16;17;18;20;21;22;23;24;26;28;30;32;34,20,max=0;tops=10;11;12;13;14;16;17;18;20;21;22;23;24;26;28;30;32;34,28,max=0;tops=10;11;12;13;14;16;17;18;20;21;22;23;24;26;28;30;32;34,28,max=0;tops=10;11;12;13;14;16;17;18;20;21;22;23;24;26;28;30;32;34,0,max=0;tops=10;11;12;13;14;16;17;18;20;21;22;23;24;26;28;30;32;34,41,max=0;tops=10;11;12;13;14;16;17;18;20;21;22;23;24;26;28;30;32;34,52
94088,19+37,10;11;12;14;15;16;17;18;20;22;24;26;27;28;29;30;31;32;33,10,33,19,1;1;2;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1,1200622877/1201610592,-987715/1201610592,522091,2;3;7;13;17;23;29;31;41;43;47;53;59;61;67,15,2,19+37->2;3;7;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=1;tops=26,7,max=1;tops=17,1,max=0;tops=10;11;12;14;15;16;17;18;20;22;24;26;27;28;29;30;31;32;33,1,max=1;tops=31,1,max=0;tops=10;11;12;14;15;16;17;18;20;22;24;26;27;28;29;30;31;32;33,1,max=0;tops=10;11;12;14;15;16;17;18;20;22;24;26;27;28;29;30;31;32;33,14,max=0;tops=10;11;12;14;15;16;17;18;20;22;24;26;27;28;29;30;31;32;33,23,max=0;tops=10;11;12;14;15;16;17;18;20;22;24;26;27;28;29;30;31;32;33,31,max=0;tops=10;11;12;14;15;16;17;18;20;22;24;26;27;28;29;30;31;32;33,24,max=0;tops=10;11;12;14;15;16;17;18;20;22;24;26;27;28;29;30;31;32;33,11,max=0;tops=10;11;12;14;15;16;17;18;20;22;24;26;27;28;29;30;31;32;33,30
96268,19+37,10;11;12;14;15;17;18;20;21;22;23;24;25;27;29;30;31;33;35,10,35,19,1;1;2;1;2;1;2;1;1;1;1;1;2;2;1;1;2;2,13166406103/13287040200,-120634097/13287040200,522095,2;3;5;7;13;17;23;29;31;41;43;47;53;59;61;67,16,2,19+37->2;3;5;7;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=3;tops=24,1,max=0;tops=10;11;12;14;15;17;18;20;21;22;23;24;25;27;29;30;31;33;35,9,max=1;tops=17,1,max=0;tops=10;11;12;14;15;17;18;20;21;22;23;24;25;27;29;30;31;33;35,1,max=1;tops=31,1,max=0;tops=10;11;12;14;15;17;18;20;21;22;23;24;25;27;29;30;31;33;35,1,max=0;tops=10;11;12;14;15;17;18;20;21;22;23;24;25;27;29;30;31;33;35,19,max=0;tops=10;11;12;14;15;17;18;20;21;22;23;24;25;27;29;30;31;33;35,44,max=0;tops=10;11;12;14;15;17;18;20;21;22;23;24;25;27;29;30;31;33;35,21,max=0;tops=10;11;12;14;15;17;18;20;21;22;23;24;25;27;29;30;31;33;35,24,max=0;tops=10;11;12;14;15;17;18;20;21;22;23;24;25;27;29;30;31;33;35,0,max=0;tops=10;11;12;14;15;17;18;20;21;22;23;24;25;27;29;30;31;33;35,37
97208,19+37,10;11;12;14;16;17;18;20;22;23;24;25;26;28;29;30;31;32;34;35,10,35,20,1;1;2;2;1;1;2;2;1;1;1;1;2;1;1;1;1;2;1,2550198988027/2533395664800,16803323227/2533395664800,522111,2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,17,2,19+37->2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=1;tops=26,7,max=1;tops=17;34,10,max=0;tops=10;11;12;14;16;17;18;20;22;23;24;25;26;28;29;30;31;32;34;35,1,max=1;tops=31,1,max=0;tops=10;11;12;14;16;17;18;20;22;23;24;25;26;28;29;30;31;32;34;35,1,max=0;tops=10;11;12;14;16;17;18;20;22;23;24;25;26;28;29;30;31;32;34;35,36,max=0;tops=10;11;12;14;16;17;18;20;22;23;24;25;26;28;29;30;31;32;34;35,28,max=0;tops=10;11;12;14;16;17;18;20;22;23;24;25;26;28;29;30;31;32;34;35,21,max=0;tops=10;11;12;14;16;17;18;20;22;23;24;25;26;28;29;30;31;32;34;35,55,max=0;tops=10;11;12;14;16;17;18;20;22;23;24;25;26;28;29;30;31;32;34;35,33,max=0;tops=10;11;12;14;16;17;18;20;22;23;24;25;26;28;29;30;31;32;34;35,3
98512,19+37,10;11;13;14;15;16;17;18;20;22;23;24;25;27;28;30;32;34;35,10,35,19,1;2;1;1;1;1;1;2;2;1;1;1;2;1;2;2;2;1,8443256659/8454045600,-10788941/8454045600,522111,2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,17,2,19+37->2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=1;tops=13,1,max=1;tops=17;34,10,max=0;tops=10;11;13;14;15;16;17;18;20;22;23;24;25;27;28;30;32;34;35,1,max=0;tops=10;11;13;14;15;16;17;18;20;22;23;24;25;27;28;30;32;34;35,13,max=0;tops=10;11;13;14;15;16;17;18;20;22;23;24;25;27;28;30;32;34;35,1,max=0;tops=10;11;13;14;15;16;17;18;20;22;23;24;25;27;28;30;32;34;35,29,max=0;tops=10;11;13;14;15;16;17;18;20;22;23;24;25;27;28;30;32;34;35,34,max=0;tops=10;11;13;14;15;16;17;18;20;22;23;24;25;27;28;30;32;34;35,13,max=0;tops=10;11;13;14;15;16;17;18;20;22;23;24;25;27;28;30;32;34;35,17,max=0;tops=10;11;13;14;15;16;17;18;20;22;23;24;25;27;28;30;32;34;35,37,max=0;tops=10;11;13;14;15;16;17;18;20;22;23;24;25;27;28;30;32;34;35,55
105041,19+37,10;12;13;14;15;16;18;20;21;22;23;24;25;26;27;28;29;30;31,10,31,19,2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1,222621266789/223534911600,-913644811/223534911600,522111,2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,17,2,19+37->2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=4;tops=16,1,max=1;tops=13;26,8,max=0;tops=10;12;13;14;15;16;18;20;21;22;23;24;25;26;27;28;29;30;31,11,max=0;tops=10;12;13;14;15;16;18;20;21;22;23;24;25;26;27;28;29;30;31,1,max=1;tops=31,1,max=0;tops=10;12;13;14;15;16;18;20;21;22;23;24;25;26;27;28;29;30;31,1,max=0;tops=10;12;13;14;15;16;18;20;21;22;23;24;25;26;27;28;29;30;31,25,max=0;tops=10;12;13;14;15;16;18;20;21;22;23;24;25;26;27;28;29;30;31,37,max=0;tops=10;12;13;14;15;16;18;20;21;22;23;24;25;26;27;28;29;30;31,18,max=0;tops=10;12;13;14;15;16;18;20;21;22;23;24;25;26;27;28;29;30;31,55,max=0;tops=10;12;13;14;15;16;18;20;21;22;23;24;25;26;27;28;29;30;31,55,max=0;tops=10;12;13;14;15;16;18;20;21;22;23;24;25;26;27;28;29;30;31,64
105117,19+37,10;12;13;14;15;16;18;20;21;22;24;25;27;28;29;30;31;33;34;35,10,35,20,2;1;1;1;1;2;2;1;1;2;1;2;1;1;1;1;2;1;1,23656388453/23603065200,53323253/23603065200,522103,2;3;5;11;13;17;23;29;31;41;43;47;53;59;61;67,16,2,19+37->2;3;5;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=4;tops=16,1,max=1;tops=13,1,max=1;tops=34,9,max=0;tops=10;12;13;14;15;16;18;20;21;22;24;25;27;28;29;30;31;33;34;35,1,max=1;tops=31,1,max=0;tops=10;12;13;14;15;16;18;20;21;22;24;25;27;28;29;30;31;33;34;35,1,max=0;tops=10;12;13;14;15;16;18;20;21;22;24;25;27;28;29;30;31;33;34;35,3,max=0;tops=10;12;13;14;15;16;18;20;21;22;24;25;27;28;29;30;31;33;34;35,25,max=0;tops=10;12;13;14;15;16;18;20;21;22;24;25;27;28;29;30;31;33;34;35,18,max=0;tops=10;12;13;14;15;16;18;20;21;22;24;25;27;28;29;30;31;33;34;35,47,max=0;tops=10;12;13;14;15;16;18;20;21;22;24;25;27;28;29;30;31;33;34;35,46,max=0;tops=10;12;13;14;15;16;18;20;21;22;24;25;27;28;29;30;31;33;34;35,3
113595,19+37,11;12;13;15;16;17;18;20;21;22;23;25;26;27;28;29;30;32;33;34,11,34,20,1;1;2;1;1;1;2;1;1;1;2;1;1;1;1;1;2;1;1,3156153103/3183991200,-27838097/3183991200,522087,2;3;5;13;17;23;29;31;41;43;47;53;59;61;67,15,2,19+37->2;3;5;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=1;tops=13;26,8,max=1;tops=17;34,10,max=0;tops=11;12;13;15;16;17;18;20;21;22;23;25;26;27;28;29;30;32;33;34,1,max=0;tops=11;12;13;15;16;17;18;20;21;22;23;25;26;27;28;29;30;32;33;34,19,max=0;tops=11;12;13;15;16;17;18;20;21;22;23;25;26;27;28;29;30;32;33;34,1,max=0;tops=11;12;13;15;16;17;18;20;21;22;23;25;26;27;28;29;30;32;33;34,21,max=0;tops=11;12;13;15;16;17;18;20;21;22;23;25;26;27;28;29;30;32;33;34,40,max=0;tops=11;12;13;15;16;17;18;20;21;22;23;25;26;27;28;29;30;32;33;34,19,max=0;tops=11;12;13;15;16;17;18;20;21;22;23;25;26;27;28;29;30;32;33;34,21,max=0;tops=11;12;13;15;16;17;18;20;21;22;23;25;26;27;28;29;30;32;33;34,57,max=0;tops=11;12;13;15;16;17;18;20;21;22;23;25;26;27;28;29;30;32;33;34,8
