candidate_id,escaped_backbone,denominators,min_denominator,max_denominator,length,gap_pattern,exact_sum,sum_minus_1,kill_mask,kill_primes,kill_count,first_killing_prime,covering_third_primes,contains_37_38,contains_61_62,contains_adjacent_factor_pair,valuation_profile_p2,top_layer_residue_sum_p2,valuation_profile_p13,top_layer_residue_sum_p13,valuation_profile_p17,top_layer_residue_sum_p17,valuation_profile_p19,top_layer_residue_sum_p19,valuation_profile_p31,top_layer_residue_sum_p31,valuation_profile_p37,top_layer_residue_sum_p37,valuation_profile_p41,top_layer_residue_sum_p41,valuation_profile_p47,top_layer_residue_sum_p47,valuation_profile_p53,top_layer_residue_sum_p53,valuation_profile_p59,top_layer_residue_sum_p59,valuation_profile_p61,top_layer_residue_sum_p61,valuation_profile_p67,top_layer_residue_sum_p67
18174,2+31,8;9;11;12;14;15;17;19;20;21;22;24;25;26;28;29,8,29,16,1;2;1;2;1;2;2;1;1;1;2;1;1;2;1,8382213797/8438730300,-56516503/8438730300,523262,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,17,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=26,7,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=8;9;11;12;14;15;17;19;20;21;22;24;25;26;28;29,1,max=0;tops=8;9;11;12;14;15;17;19;20;21;22;24;25;26;28;29,20,max=0;tops=8;9;11;12;14;15;17;19;20;21;22;24;25;26;28;29,8,max=0;tops=8;9;11;12;14;15;17;19;20;21;22;24;25;26;28;29,23,max=0;tops=8;9;11;12;14;15;17;19;20;21;22;24;25;26;28;29,20,max=0;tops=8;9;11;12;14;15;17;19;20;21;22;24;25;26;28;29,53,max=0;tops=8;9;11;12;14;15;17;19;20;21;22;24;25;26;28;29,4,max=0;tops=8;9;11;12;14;15;17;19;20;21;22;24;25;26;28;29,15
19920,2+31,8;9;11;13;14;15;17;18;19;20;21;23;24;26;28;30,8,30,16,1;2;2;1;1;2;1;1;1;1;2;1;2;2;2,222941683/223092870,-151187/223092870,523260,5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,16,5,2+31->5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=8;9;11;13;14;15;17;18;19;20;21;23;24;26;28;30,1,max=0;tops=8;9;11;13;14;15;17;18;19;20;21;23;24;26;28;30,33,max=0;tops=8;9;11;13;14;15;17;18;19;20;21;23;24;26;28;30,2,max=0;tops=8;9;11;13;14;15;17;18;19;20;21;23;24;26;28;30,31,max=0;tops=8;9;11;13;14;15;17;18;19;20;21;23;24;26;28;30,25,max=0;tops=8;9;11;13;14;15;17;18;19;20;21;23;24;26;28;30,7,max=0;tops=8;9;11;13;14;15;17;18;19;20;21;23;24;26;28;30,53,max=0;tops=8;9;11;13;14;15;17;18;19;20;21;23;24;26;28;30,39
23069,2+31,8;9;11;13;15;17;18;19;20;21;23;24;25;26;28;29;30,8,30,17,1;2;2;2;2;1;1;1;1;2;1;1;1;2;1;1,2316095879/2310604725,5491154/2310604725,523252,5;11;13;17;19;23;29;37;41;43;47;53;59;61;67,15,5,2+31->5;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=8;9;11;13;15;17;18;19;20;21;23;24;25;26;28;29;30,1,max=0;tops=8;9;11;13;15;17;18;19;20;21;23;24;25;26;28;29;30,14,max=0;tops=8;9;11;13;15;17;18;19;20;21;23;24;25;26;28;29;30,39,max=0;tops=8;9;11;13;15;17;18;19;20;21;23;24;25;26;28;29;30,39,max=0;tops=8;9;11;13;15;17;18;19;20;21;23;24;25;26;28;29;30,34,max=0;tops=8;9;11;13;15;17;18;19;20;21;23;24;25;26;28;29;30,52,max=0;tops=8;9;11;13;15;17;18;19;20;21;23;24;25;26;28;29;30,6,max=0;tops=8;9;11;13;15;17;18;19;20;21;23;24;25;26;28;29;30,44
23740,19+37,8;9;11;13;15;17;18;20;22;23;25;26;27;29;31;32;33;35,8,35,18,1;2;2;2;2;1;2;2;1;2;1;1;2;2;1;1;2,688359779761/690926090400,-2566310639/690926090400,522095,2;3;5;7;13;17;23;29;31;41;43;47;53;59;61;67,16,2,19+37->2;3;5;7;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=1;tops=13;26,8,max=1;tops=17,1,max=0;tops=8;9;11;13;15;17;18;20;22;23;25;26;27;29;31;32;33;35,1,max=1;tops=31,1,max=0;tops=8;9;11;13;15;17;18;20;22;23;25;26;27;29;31;32;33;35,1,max=0;tops=8;9;11;13;15;17;18;20;22;23;25;26;27;29;31;32;33;35,0,max=0;tops=8;9;11;13;15;17;18;20;22;23;25;26;27;29;31;32;33;35,20,max=0;tops=8;9;11;13;15;17;18;20;22;23;25;26;27;29;31;32;33;35,26,max=0;tops=8;9;11;13;15;17;18;20;22;23;25;26;27;29;31;32;33;35,19,max=0;tops=8;9;11;13;15;17;18;20;22;23;25;26;27;29;31;32;33;35,23,max=0;tops=8;9;11;13;15;17;18;20;22;23;25;26;27;29;31;32;33;35,51
24576,2+31,8;10;11;12;13;14;15;17;18;19;21;22;24;26;27,8,27,15,2;1;1;1;1;1;2;1;1;2;1;2;2;1,34622431/34918884,-296453/34918884,523258,3;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,16,3,2+31->3;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=8;10;11;12;13;14;15;17;18;19;21;22;24;26;27,1,max=0;tops=8;10;11;12;13;14;15;17;18;19;21;22;24;26;27,36,max=0;tops=8;10;11;12;13;14;15;17;18;19;21;22;24;26;27,26,max=0;tops=8;10;11;12;13;14;15;17;18;19;21;22;24;26;27,25,max=0;tops=8;10;11;12;13;14;15;17;18;19;21;22;24;26;27,12,max=0;tops=8;10;11;12;13;14;15;17;18;19;21;22;24;26;27,16,max=0;tops=8;10;11;12;13;14;15;17;18;19;21;22;24;26;27,58,max=0;tops=8;10;11;12;13;14;15;17;18;19;21;22;24;26;27,26
24581,2+31,8;10;11;12;13;14;15;17;18;20;21;22;23;24;26,8,26,15,2;1;1;1;1;1;2;1;2;1;1;1;1;2,17530166/17612595,-82429/17612595,523262,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,17,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=0;tops=8;10;11;12;13;14;15;17;18;20;21;22;23;24;26,18,max=0;tops=8;10;11;12;13;14;15;17;18;20;21;22;23;24;26,1,max=0;tops=8;10;11;12;13;14;15;17;18;20;21;22;23;24;26,28,max=0;tops=8;10;11;12;13;14;15;17;18;20;21;22;23;24;26,39,max=0;tops=8;10;11;12;13;14;15;17;18;20;21;22;23;24;26,4,max=0;tops=8;10;11;12;13;14;15;17;18;20;21;22;23;24;26,34,max=0;tops=8;10;11;12;13;14;15;17;18;20;21;22;23;24;26,33,max=0;tops=8;10;11;12;13;14;15;17;18;20;21;22;23;24;26,27,max=0;tops=8;10;11;12;13;14;15;17;18;20;21;22;23;24;26,53
24598,2+31,8;10;11;12;13;14;15;17;19;20;22;24;25;27;28;30,8,30,16,2;1;1;1;1;1;2;2;1;2;2;1;2;1;2,880760509/872972100,7788409/872972100,523262,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,17,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13,1,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=8;10;11;12;13;14;15;17;19;20;22;24;25;27;28;30,1,max=0;tops=8;10;11;12;13;14;15;17;19;20;22;24;25;27;28;30,2,max=0;tops=8;10;11;12;13;14;15;17;19;20;22;24;25;27;28;30,6,max=0;tops=8;10;11;12;13;14;15;17;19;20;22;24;25;27;28;30,22,max=0;tops=8;10;11;12;13;14;15;17;19;20;22;24;25;27;28;30,47,max=0;tops=8;10;11;12;13;14;15;17;19;20;22;24;25;27;28;30,32,max=0;tops=8;10;11;12;13;14;15;17;19;20;22;24;25;27;28;30,57,max=0;tops=8;10;11;12;13;14;15;17;19;20;22;24;25;27;28;30,19
25353,2+31,8;10;11;12;13;15;17;18;19;20;22;24;26;27;28;30,8,30,16,2;1;1;1;2;2;1;1;1;2;2;2;1;1;2,34622431/34918884,-296453/34918884,523258,3;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,16,3,2+31->3;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=8;10;11;12;13;15;17;18;19;20;22;24;26;27;28;30,1,max=0;tops=8;10;11;12;13;15;17;18;19;20;22;24;26;27;28;30,36,max=0;tops=8;10;11;12;13;15;17;18;19;20;22;24;26;27;28;30,26,max=0;tops=8;10;11;12;13;15;17;18;19;20;22;24;26;27;28;30,25,max=0;tops=8;10;11;12;13;15;17;18;19;20;22;24;26;27;28;30,12,max=0;tops=8;10;11;12;13;15;17;18;19;20;22;24;26;27;28;30,16,max=0;tops=8;10;11;12;13;15;17;18;19;20;22;24;26;27;28;30,58,max=0;tops=8;10;11;12;13;15;17;18;19;20;22;24;26;27;28;30,26
25372,2+31,8;10;11;12;13;15;17;18;19;21;22;24;25;26;27;29,8,29,16,2;1;1;1;2;2;1;1;2;1;2;1;1;1;2,25178582861/25316190900,-137608039/25316190900,523262,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,17,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=8;10;11;12;13;15;17;18;19;21;22;24;25;26;27;29,1,max=0;tops=8;10;11;12;13;15;17;18;19;21;22;24;25;26;27;29,17,max=0;tops=8;10;11;12;13;15;17;18;19;21;22;24;25;26;27;29,22,max=0;tops=8;10;11;12;13;15;17;18;19;21;22;24;25;26;27;29,33,max=0;tops=8;10;11;12;13;15;17;18;19;21;22;24;25;26;27;29,21,max=0;tops=8;10;11;12;13;15;17;18;19;21;22;24;25;26;27;29,2,max=0;tops=8;10;11;12;13;15;17;18;19;21;22;24;25;26;27;29,11,max=0;tops=8;10;11;12;13;15;17;18;19;21;22;24;25;26;27;29,31
26254,2+31,8;10;11;12;14;15;17;18;19;20;22;23;24;25;26;27,8,27,16,2;1;1;2;1;2;1;1;1;2;1;1;1;1;1,5021830193/5019589575,2240618/5019589575,523262,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,17,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=26,7,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=8;10;11;12;14;15;17;18;19;20;22;23;24;25;26;27,1,max=0;tops=8;10;11;12;14;15;17;18;19;20;22;23;24;25;26;27,31,max=0;tops=8;10;11;12;14;15;17;18;19;20;22;23;24;25;26;27,10,max=0;tops=8;10;11;12;14;15;17;18;19;20;22;23;24;25;26;27,10,max=0;tops=8;10;11;12;14;15;17;18;19;20;22;23;24;25;26;27,23,max=0;tops=8;10;11;12;14;15;17;18;19;20;22;23;24;25;26;27,27,max=0;tops=8;10;11;12;14;15;17;18;19;20;22;23;24;25;26;27,6,max=0;tops=8;10;11;12;14;15;17;18;19;20;22;23;24;25;26;27,63
26562,2+31,8;10;11;12;14;15;17;19;20;22;23;24;26;27;28;29;30,8,30,17,2;1;1;2;1;2;2;1;2;1;1;2;1;1;1;1,23487032845/23290895628,196137217/23290895628,523258,3;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,16,3,2+31->3;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=26,7,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=8;10;11;12;14;15;17;19;20;22;23;24;26;27;28;29;30,1,max=0;tops=8;10;11;12;14;15;17;19;20;22;23;24;26;27;28;29;30,4,max=0;tops=8;10;11;12;14;15;17;19;20;22;23;24;26;27;28;29;30,36,max=0;tops=8;10;11;12;14;15;17;19;20;22;23;24;26;27;28;29;30,10,max=0;tops=8;10;11;12;14;15;17;19;20;22;23;24;26;27;28;29;30,20,max=0;tops=8;10;11;12;14;15;17;19;20;22;23;24;26;27;28;29;30,56,max=0;tops=8;10;11;12;14;15;17;19;20;22;23;24;26;27;28;29;30,29,max=0;tops=8;10;11;12;14;15;17;19;20;22;23;24;26;27;28;29;30,50
27953,19+37,8;10;11;12;14;16;18;20;22;23;24;25;27;29;31;32;33;35,8,35,18,2;1;1;2;2;2;2;2;1;1;1;2;2;2;1;1;2,448065053/446623200,1441853/446623200,522087,2;3;5;13;17;23;29;31;41;43;47;53;59;61;67,15,2,19+37->2;3;5;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=0;tops=8;10;11;12;14;16;18;20;22;23;24;25;27;29;31;32;33;35,2,max=0;tops=8;10;11;12;14;16;18;20;22;23;24;25;27;29;31;32;33;35,3,max=0;tops=8;10;11;12;14;16;18;20;22;23;24;25;27;29;31;32;33;35,1,max=1;tops=31,1,max=0;tops=8;10;11;12;14;16;18;20;22;23;24;25;27;29;31;32;33;35,1,max=0;tops=8;10;11;12;14;16;18;20;22;23;24;25;27;29;31;32;33;35,14,max=0;tops=8;10;11;12;14;16;18;20;22;23;24;25;27;29;31;32;33;35,0,max=0;tops=8;10;11;12;14;16;18;20;22;23;24;25;27;29;31;32;33;35,20,max=0;tops=8;10;11;12;14;16;18;20;22;23;24;25;27;29;31;32;33;35,16,max=0;tops=8;10;11;12;14;16;18;20;22;23;24;25;27;29;31;32;33;35,42,max=0;tops=8;10;11;12;14;16;18;20;22;23;24;25;27;29;31;32;33;35,10
27988,19+37,8;10;11;12;14;16;18;20;22;23;24;26;28;29;31;32;33;35,8,35,18,2;1;1;2;2;2;2;2;1;1;2;2;1;2;1;1;2,542101765/541902816,198949/541902816,522091,2;3;7;13;17;23;29;31;41;43;47;53;59;61;67,15,2,19+37->2;3;7;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=1;tops=26,7,max=0;tops=8;10;11;12;14;16;18;20;22;23;24;26;28;29;31;32;33;35,9,max=0;tops=8;10;11;12;14;16;18;20;22;23;24;26;28;29;31;32;33;35,1,max=1;tops=31,1,max=0;tops=8;10;11;12;14;16;18;20;22;23;24;26;28;29;31;32;33;35,1,max=0;tops=8;10;11;12;14;16;18;20;22;23;24;26;28;29;31;32;33;35,5,max=0;tops=8;10;11;12;14;16;18;20;22;23;24;26;28;29;31;32;33;35,41,max=0;tops=8;10;11;12;14;16;18;20;22;23;24;26;28;29;31;32;33;35,35,max=0;tops=8;10;11;12;14;16;18;20;22;23;24;26;28;29;31;32;33;35,58,max=0;tops=8;10;11;12;14;16;18;20;22;23;24;26;28;29;31;32;33;35,46,max=0;tops=8;10;11;12;14;16;18;20;22;23;24;26;28;29;31;32;33;35,7
28803,2+31,8;10;11;13;14;15;17;18;20;22;23;24;26;27;28;29;30,8,30,17,2;1;2;1;1;2;1;2;2;1;1;2;1;1;1;1,615943007/612918306,3024701/612918306,523258,3;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,16,3,2+31->3;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=0;tops=8;10;11;13;14;15;17;18;20;22;23;24;26;27;28;29;30,0,max=0;tops=8;10;11;13;14;15;17;18;20;22;23;24;26;27;28;29;30,1,max=0;tops=8;10;11;13;14;15;17;18;20;22;23;24;26;27;28;29;30,23,max=0;tops=8;10;11;13;14;15;17;18;20;22;23;24;26;27;28;29;30,34,max=0;tops=8;10;11;13;14;15;17;18;20;22;23;24;26;27;28;29;30,17,max=0;tops=8;10;11;13;14;15;17;18;20;22;23;24;26;27;28;29;30,27,max=0;tops=8;10;11;13;14;15;17;18;20;22;23;24;26;27;28;29;30,37,max=0;tops=8;10;11;13;14;15;17;18;20;22;23;24;26;27;28;29;30,53,max=0;tops=8;10;11;13;14;15;17;18;20;22;23;24;26;27;28;29;30,34
29118,2+31,8;10;11;13;14;15;17;19;21;23;24;25;26;27;28;29;30,8,30,17,2;1;2;1;1;2;2;2;2;1;1;1;1;1;1;1,578880911743/582272390700,-3391478957/582272390700,490494,3;5;7;11;13;17;19;23;29;37;41;43;47;59;61;67,16,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=8;10;11;13;14;15;17;19;21;23;24;25;26;27;28;29;30,1,max=0;tops=8;10;11;13;14;15;17;19;21;23;24;25;26;27;28;29;30,15,max=0;tops=8;10;11;13;14;15;17;19;21;23;24;25;26;27;28;29;30,30,max=0;tops=8;10;11;13;14;15;17;19;21;23;24;25;26;27;28;29;30,21,max=0;tops=8;10;11;13;14;15;17;19;21;23;24;25;26;27;28;29;30,1,max=0;tops=8;10;11;13;14;15;17;19;21;23;24;25;26;27;28;29;30,0,max=0;tops=8;10;11;13;14;15;17;19;21;23;24;25;26;27;28;29;30,52,max=0;tops=8;10;11;13;14;15;17;19;21;23;24;25;26;27;28;29;30,7
32491,2+31,8;10;11;13;15;17;18;19;20;21;22;24;25;26;27;29;30,8,30,17,2;1;2;2;2;1;1;1;1;1;2;1;1;1;2;1,25178582861/25316190900,-137608039/25316190900,523262,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,17,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=8;10;11;13;15;17;18;19;20;21;22;24;25;26;27;29;30,1,max=0;tops=8;10;11;13;15;17;18;19;20;21;22;24;25;26;27;29;30,17,max=0;tops=8;10;11;13;15;17;18;19;20;21;22;24;25;26;27;29;30,22,max=0;tops=8;10;11;13;15;17;18;19;20;21;22;24;25;26;27;29;30,33,max=0;tops=8;10;11;13;15;17;18;19;20;21;22;24;25;26;27;29;30,21,max=0;tops=8;10;11;13;15;17;18;19;20;21;22;24;25;26;27;29;30,2,max=0;tops=8;10;11;13;15;17;18;19;20;21;22;24;25;26;27;29;30,11,max=0;tops=8;10;11;13;15;17;18;19;20;21;22;24;25;26;27;29;30,31
33181,19+37,8;10;11;13;15;17;18;20;21;23;24;25;26;27;28;29;30;32,8,32,18,2;1;2;2;2;1;2;1;2;1;1;1;1;1;1;1;2,35266298303/35023903200,242395103/35023903200,522103,2;3;5;11;13;17;23;29;31;41;43;47;53;59;61;67,16,2,19+37->2;3;5;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=1;tops=13;26,8,max=1;tops=17,1,max=0;tops=8;10;11;13;15;17;18;20;21;23;24;25;26;27;28;29;30;32,1,max=0;tops=8;10;11;13;15;17;18;20;21;23;24;25;26;27;28;29;30;32,28,max=0;tops=8;10;11;13;15;17;18;20;21;23;24;25;26;27;28;29;30;32,1,max=0;tops=8;10;11;13;15;17;18;20;21;23;24;25;26;27;28;29;30;32,37,max=0;tops=8;10;11;13;15;17;18;20;21;23;24;25;26;27;28;29;30;32,31,max=0;tops=8;10;11;13;15;17;18;20;21;23;24;25;26;27;28;29;30;32,37,max=0;tops=8;10;11;13;15;17;18;20;21;23;24;25;26;27;28;29;30;32,43,max=0;tops=8;10;11;13;15;17;18;20;21;23;24;25;26;27;28;29;30;32,55,max=0;tops=8;10;11;13;15;17;18;20;21;23;24;25;26;27;28;29;30;32,65
34265,19+37,8;10;12;13;14;15;16;18;20;22;23;25;26;27;29;30;31,8,31,17,2;2;1;1;1;1;2;2;2;1;2;1;1;2;1;1,222621266789/223534911600,-913644811/223534911600,522111,2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,17,2,19+37->2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=4;tops=16,1,max=1;tops=13;26,8,max=0;tops=8;10;12;13;14;15;16;18;20;22;23;25;26;27;29;30;31,11,max=0;tops=8;10;12;13;14;15;16;18;20;22;23;25;26;27;29;30;31,1,max=1;tops=31,1,max=0;tops=8;10;12;13;14;15;16;18;20;22;23;25;26;27;29;30;31,1,max=0;tops=8;10;12;13;14;15;16;18;20;22;23;25;26;27;29;30;31,25,max=0;tops=8;10;12;13;14;15;16;18;20;22;23;25;26;27;29;30;31,37,max=0;tops=8;10;12;13;14;15;16;18;20;22;23;25;26;27;29;30;31,18,max=0;tops=8;10;12;13;14;15;16;18;20;22;23;25;26;27;29;30;31,55,max=0;tops=8;10;12;13;14;15;16;18;20;22;23;25;26;27;29;30;31,55,max=0;tops=8;10;12;13;14;15;16;18;20;22;23;25;26;27;29;30;31,64
34327,2+31,8;10;12;13;14;15;17;18;19;20;22;24;25;26;28;29;30,8,30,17,2;2;1;1;1;2;1;1;1;2;2;1;1;2;1;1,8518690987/8438730300,79960687/8438730300,523262,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,17,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=8;10;12;13;14;15;17;18;19;20;22;24;25;26;28;29;30,1,max=0;tops=8;10;12;13;14;15;17;18;19;20;22;24;25;26;28;29;30,32,max=0;tops=8;10;12;13;14;15;17;18;19;20;22;24;25;26;28;29;30,16,max=0;tops=8;10;12;13;14;15;17;18;19;20;22;24;25;26;28;29;30,23,max=0;tops=8;10;12;13;14;15;17;18;19;20;22;24;25;26;28;29;30,28,max=0;tops=8;10;12;13;14;15;17;18;19;20;22;24;25;26;28;29;30,0,max=0;tops=8;10;12;13;14;15;17;18;19;20;22;24;25;26;28;29;30,5,max=0;tops=8;10;12;13;14;15;17;18;19;20;22;24;25;26;28;29;30,13
34403,2+31,8;10;12;13;14;15;17;18;19;21;23;24;25;26;27;28;30,8,30,17,2;2;1;1;1;2;1;1;2;2;1;1;1;1;1;2,919654961/912652650,7002311/912652650,522750,3;5;7;11;13;17;19;23;37;41;43;47;53;59;61;67,16,3,2+31->3;5;7;11;13;17;19;23;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=8;10;12;13;14;15;17;18;19;21;23;24;25;26;27;28;30,1,max=0;tops=8;10;12;13;14;15;17;18;19;21;23;24;25;26;27;28;30,34,max=0;tops=8;10;12;13;14;15;17;18;19;21;23;24;25;26;27;28;30,38,max=0;tops=8;10;12;13;14;15;17;18;19;21;23;24;25;26;27;28;30,16,max=0;tops=8;10;12;13;14;15;17;18;19;21;23;24;25;26;27;28;30,48,max=0;tops=8;10;12;13;14;15;17;18;19;21;23;24;25;26;27;28;30,46,max=0;tops=8;10;12;13;14;15;17;18;19;21;23;24;25;26;27;28;30,35,max=0;tops=8;10;12;13;14;15;17;18;19;21;23;24;25;26;27;28;30,45
34685,2+31,8;10;12;13;14;15;17;19;20;21;23;24;25;26;27;29;30,8,30,17,2;2;1;1;1;2;2;1;1;2;1;1;1;1;2;1,26490360649/26466926850,23433799/26466926850,523262,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,17,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=8;10;12;13;14;15;17;19;20;21;23;24;25;26;27;29;30,1,max=0;tops=8;10;12;13;14;15;17;19;20;21;23;24;25;26;27;29;30,31,max=0;tops=8;10;12;13;14;15;17;19;20;21;23;24;25;26;27;29;30,15,max=0;tops=8;10;12;13;14;15;17;19;20;21;23;24;25;26;27;29;30,40,max=0;tops=8;10;12;13;14;15;17;19;20;21;23;24;25;26;27;29;30,28,max=0;tops=8;10;12;13;14;15;17;19;20;21;23;24;25;26;27;29;30,5,max=0;tops=8;10;12;13;14;15;17;19;20;21;23;24;25;26;27;29;30,31,max=0;tops=8;10;12;13;14;15;17;19;20;21;23;24;25;26;27;29;30,19
36575,19+37,8;10;12;13;14;16;18;20;21;22;24;26;27;29;30;31;33;35,8,35,18,2;2;1;1;2;2;2;1;1;2;2;1;2;1;1;2;2,1931979173/1943781840,-11802667/1943781840,522111,2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,17,2,19+37->2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=4;tops=16,1,max=1;tops=13;26,8,max=0;tops=8;10;12;13;14;16;18;20;21;22;24;26;27;29;30;31;33;35,3,max=0;tops=8;10;12;13;14;16;18;20;21;22;24;26;27;29;30;31;33;35,1,max=1;tops=31,1,max=0;tops=8;10;12;13;14;16;18;20;21;22;24;26;27;29;30;31;33;35,1,max=0;tops=8;10;12;13;14;16;18;20;21;22;24;26;27;29;30;31;33;35,19,max=0;tops=8;10;12;13;14;16;18;20;21;22;24;26;27;29;30;31;33;35,2,max=0;tops=8;10;12;13;14;16;18;20;21;22;24;26;27;29;30;31;33;35,4,max=0;tops=8;10;12;13;14;16;18;20;21;22;24;26;27;29;30;31;33;35,27,max=0;tops=8;10;12;13;14;16;18;20;21;22;24;26;27;29;30;31;33;35,11,max=0;tops=8;10;12;13;14;16;18;20;21;22;24;26;27;29;30;31;33;35,12
36643,19+37,8;10;12;13;14;16;18;20;21;23;24;25;27;29;30;32;33;34,8,34,18,2;2;1;1;2;2;2;1;2;1;1;2;2;1;2;1;1,243530202011/245167322400,-1637120389/245167322400,522111,2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,17,2,19+37->2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=1;tops=13,1,max=1;tops=34,9,max=0;tops=8;10;12;13;14;16;18;20;21;23;24;25;27;29;30;32;33;34,1,max=0;tops=8;10;12;13;14;16;18;20;21;23;24;25;27;29;30;32;33;34,27,max=0;tops=8;10;12;13;14;16;18;20;21;23;24;25;27;29;30;32;33;34,1,max=0;tops=8;10;12;13;14;16;18;20;21;23;24;25;27;29;30;32;33;34,15,max=0;tops=8;10;12;13;14;16;18;20;21;23;24;25;27;29;30;32;33;34,29,max=0;tops=8;10;12;13;14;16;18;20;21;23;24;25;27;29;30;32;33;34,47,max=0;tops=8;10;12;13;14;16;18;20;21;23;24;25;27;29;30;32;33;34,44,max=0;tops=8;10;12;13;14;16;18;20;21;23;24;25;27;29;30;32;33;34,44,max=0;tops=8;10;12;13;14;16;18;20;21;23;24;25;27;29;30;32;33;34,3
